date,Open,High,Low,Adj Close,Volume,Close
2000-01-03,0.1914972065061954,0.18982864950363074,0.1875815950586876,0.18900103539758456,0.05186681993773063,0.18900103539758456
2000-01-04,0.18809617669849232,0.18430400843329733,0.17763084296890963,0.17545746256898181,0.05882167464252768,0.17545746256898181
2000-01-05,0.17456967506722076,0.17413025403982016,0.17282928709291467,0.1761103562098345,0.06571346719326568,0.1761103562098345
2000-01-06,0.17522174575859617,0.1737980011181082,0.1763350116807777,0.17643558826173322,0.06632607097555351,0.17643558826173322
2000-01-07,0.1755465678669293,0.18096934131206124,0.1784331104481161,0.1856636810816631,0.07829887136761993,0.1856636810816631
2000-01-10,0.18476302900033797,0.1865206561668072,0.18833768459990552,0.18957870227522589,0.06384862920894835,0.18957870227522589
2000-01-11,0.18867311544734633,0.1851382969111343,0.18662372929614301,0.18495739688259583,0.05927211860009226,0.18495739688259583
2000-01-12,0.18405763504766925,0.18124339150330135,0.184839230959862,0.18342584042575444,0.0557226202144834,0.18342584042575444
2000-01-13,0.18252800906388916,0.18405663202646985,0.1860961552578249,0.18765640515149556,0.06074957478090406,0.18765640515149556
2000-01-14,0.18675324131154863,0.1886160432777267,0.19033369332438999,0.19141122504191393,0.06574950270987084,0.19141122504191393
2000-01-18,0.19050332838352219,0.1867122574239862,0.19072754127750463,0.18898162872964308,0.06311890999769373,0.18898162872964308
2000-01-19,0.18807679449197345,0.18580037517373485,0.19009057657117506,0.1891660957748395,0.06592067141374539,0.1891660957748395
2000-01-20,0.18826102902294561,0.1868480539268725,0.18762536913229505,0.18665881353380137,0.06708281682426201,0.18665881353380137
2000-01-21,0.18575690712301118,0.18380928522428655,0.1878830574584871,0.18563698580255578,0.07691150397832103,0.18563698580255578
2000-01-24,0.18473636736969135,0.18402995824205728,0.17714217592076054,0.17596959120313221,0.06844315757610703,0.17596959120313221
2000-01-25,0.17508115818123526,0.17437034770417761,0.17545736376295235,0.17803268296206548,0.0646504194534133,0.17803268296206548
2000-01-26,0.1771416494855489,0.17399928309393634,0.1782945469568123,0.17659093049076707,0.06857829076337638,0.17659093049076707
